"IDLOCALIDAD","IDESTADO","IDMUNICIPI","NOMBRE_LOCALIDAD","NUMERO_MAPA","ESCALA_MAPA","LATITUD_GRADOS","LATITUD_MINUTOS","LATITUD_SEGUNDOS","LONGITUD_GRADOS","LONGITUD_MINUTOS","LONGITUD_SEGUNDOS","MERCATOR_NORTE","MERCATOR_ESTE","LOCALIDAD","COORDENADA_N-S","COORDENADA_E-W","ELEVACION","IDPRECISION","COMENTARIOS","suma"
403.00,19.00,0.00,"Rancho del Reparo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Cerca de Guajuco, y Guajuco está aprox. 10 leguas (lieues) SE Monterrey",1.00
405.00,21.00,0.00,"esquina de la 3 Poniente y 5 Sur","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Edificio Barranco",1.00
407.00,1.00,0.00,"Hacienda Ojocaliente","F13-D17","1:50,000",21.00,52.00,30.00,102.00,40.00,24.00,"ND","ND","ND","ND","ND",1690.00,"ND","ND",1.00
408.00,1.00,0.00,"frente al Rancho La Trinidad","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
409.00,21.00,0.00,"calle 4 Poniente 306","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Edificio Matanzo",1.00
410.00,1.00,0.00,"Barranca del Cedazo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 93 y 22",1.00
411.00,1.00,0.00,"Pabellón","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
412.00,1.00,0.00,"Ciudad de Aguascalientes","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
413.00,9.00,0.00,"Hacienda Aragón","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
414.00,15.00,0.00,"Oztoyahualco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
415.00,15.00,92.00,"Santa María Coatlán","E14-B31","1:50,000",19.00,41.00,6.00,98.00,49.00,36.00,"ND","ND","ND","ND","ND",2290.00,"ND","ND",1.00
416.00,15.00,0.00,"Xocotitla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
417.00,15.00,0.00,"Mezquititla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
418.00,15.00,0.00,"Tlailotlacan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
419.00,21.00,114.00,"Santa María Tecola (Valsequillo)","E14-5","1:250,000",18.00,54.00,18.00,98.00,11.00,30.00,"ND","ND","ND","ND","ND",2050.00,"ND","ND",1.00
420.00,19.00,0.00,"Cantera de Guadalupe","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Pesqueiria Chica (10 leguas NE Monterrey)",1.00
421.00,19.00,0.00,"Topo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de los manatiales sulfurosos de Topo (2 leguas de Monterrey",1.00
422.00,15.00,0.00,"Yayahuala","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
423.00,15.00,0.00,"Tepantila","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
424.00,15.00,0.00,"Teopancazco, Teotihuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
425.00,15.00,0.00,"Tlajinga 33, Teothihuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
426.00,15.00,0.00,"Tlachinolpan, Teotihuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
428.00,19.00,0.00,"Sur de Nuevo León","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Entre Montemorelos y Linares",1.00
429.00,15.00,0.00,"Villa de Tequixquiac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
430.00,28.00,0.00,"Chocoy","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
431.00,15.00,0.00,"Huchichil","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
432.00,33.00,0.00,"Cerro del Tepalcate","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
434.00,30.00,0.00,"Acultzingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
435.00,33.00,0.00,"Baja California","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
436.00,19.00,33.00,"Linares","G14-C58","1:50,000",24.00,35.00,24.00,99.00,34.00,99.00,"ND","ND","ND","ND","ND",350.00,"ND","ND",1.00
437.00,20.00,0.00,"30 km W del Rancho del Gramal","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","30 Km W Rancho del Gramal en el km 668 Pan American highway al sur de Nejapan Villa",1.00
438.00,5.00,0.00,"Buena Vista","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","2 leguas S Saltillo",1.00
439.00,21.00,0.00,"Villa de Tatlauquitepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Ojo esta localidad está mal asociada por Mena de la Peña. debiese estar asociada a Mammuthus y no a Equus",1.00
440.00,24.00,20.00,"Matehuala","F14-A25","1:50,000",23.00,28.00,44.00,100.00,38.00,37.00,"ND","ND","ND","ND","ND",1570.00,"ND","ND",1.00
441.00,13.00,0.00,"Zacualtipan Villa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
442.00,33.00,0.00,"Noreste de México","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Menciona de manera general los estados de Tamaulipas, Veracruz, Nuevo León  y Coahuila",1.00
443.00,2.00,0.00,"Baja California (Lower) it self","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
447.00,12.00,0.00,"Costa del Pacífico","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
448.00,6.00,0.00,"Estado de Colima","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
449.00,17.00,9.00,"Calamotlán, Sto. Domingo Ocotitlan","E14-A49","1:50,000",19.00,0.00,42.00,99.00,3.00,36.00,"ND","ND","ND","ND","ND",2050.00,"ND","ND",1.00
450.00,9.00,0.00,"Plaza de Toros","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
451.00,33.00,0.00,"Valley of Bones","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
452.00,1.00,0.00,"Rancheria Parga, Arroyo San Francisco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Prob. sea igual a loc. 21",1.00
453.00,3.00,0.00,"El Golfo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
454.00,9.00,0.00,"S. T. C. Metro","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
455.00,7.00,0.00,"Vega de Paso","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
456.00,7.00,0.00,"La Angostura","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
457.00,15.00,0.00,"S. T. C. Tultepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
458.00,9.00,0.00,"Chinampas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
459.00,11.00,20.00,"Ibarrilla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
460.00,9.00,0.00,"S. T. C. I F7 S1","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
461.00,9.00,0.00,"esquina NE de las calles Homero y Sudermann","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
462.00,9.00,0.00,"Barranca del Diablo, Chalpulualpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
463.00,9.00,0.00,"? Museo Nacional de Antropología, INAH","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
465.00,21.00,0.00,"Coulapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
466.00,9.00,0.00,"Colonia Los Cuartos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","margen boreal del Río Totolica, a 10m de distancia horizontal del cauce y unos 300m aguas de la presa del mismo nombre",1.00
467.00,33.00,0.00,"Resumidero de 22 m de prof. en el tiro de una mina","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
468.00,33.00,0.00,"Fraccionamiento Ojo de Agua","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
469.00,22.00,0.00,"zona Arqueológica de Ranas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
470.00,22.00,0.00,"San Joaquín","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
471.00,29.00,0.00,"Cerro San Antonio","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
472.00,22.00,0.00,"La Ciudad","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
473.00,22.00,0.00,"Mina Escobilla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
474.00,22.00,0.00,"Mina Prieta","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
476.00,9.00,0.00,"Zacatenco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
477.00,33.00,0.00,"La Villita","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","la localidad esta entre los estados de  Guerrero y Michoacán",1.00
478.00,21.00,0.00,"La Nopalera, Valsequillo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
479.00,24.00,50.00,"Villa de Reyes","F14-C14","1:50,000",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
480.00,9.00,0.00,"S. T. C. Metro Km 2 (Chapultepec)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
482.00,9.00,0.00,"Tlatelolco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
483.00,9.00,0.00,"Iztatlan?","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
484.00,33.00,0.00,"San Antonio El Pobre","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
487.00,15.00,0.00,"Centro de Tequixquiac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
488.00,26.00,0.00,"Estado de Sonora","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
489.00,33.00,0.00,"SE del Riego","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Tehuacán",1.00
490.00,12.00,0.00,"Alcozaula","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
491.00,30.00,0.00,"Cerro de las Mesas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
492.00,15.00,0.00,"Carretera Teoloyucan-Huehuetoca","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
493.00,15.00,0.00,"Santa Clara","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
494.00,9.00,0.00,"Av. Universidad, Banco de Comercio","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
495.00,23.00,0.00,"Kohunlich","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
496.00,17.00,0.00,"Km 28 camino Cuernavaca-Amacuzac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
497.00,11.00,0.00,"Rancho del Tlacuache","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
498.00,11.00,0.00,"Valle de la Piedad","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
499.00,7.00,0.00,"Trinitaria","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","trabajos arqueológicos en la sección de máquinas electronicas, MNA",1.00
500.00,8.00,0.00,"Las Cuarenta Casas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
501.00,4.00,0.00,"San Joaquín","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
502.00,14.00,0.00,"Tomatlán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
503.00,9.00,0.00,"Ex-convento de San Jerónimo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
505.00,22.00,0.00,"La Negreta","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
506.00,29.00,0.00,"Cueva de Pilancón","E14-B24","1:50,000",19.00,30.00,6.00,97.00,54.00,24.00,"ND","ND","ND","ND","ND",3020.00,"ND","ND",1.00
507.00,12.00,0.00,"Petatlán","ND","ND",17.00,32.00,99.00,101.00,16.00,99.00,"ND","ND","ND","ND","ND",40.00,"ND","ND",1.00
508.00,15.00,0.00,"San Pedro Totoltepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 752: en el canal del patio de la fábrica en construcción ""Cierres Ideal de México"", en carreteraMexico-Toluca tomar lateral hasta entronque de Sn. Pedro Toltepec, seguir 1.5 Km.",1.00
509.00,13.00,0.00,"Tepeapulco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
510.00,21.00,0.00,"Calpulalpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
511.00,15.00,0.00,"San Pablo Tecalco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
512.00,30.00,0.00,"Cuauhtochco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
513.00,13.00,0.00,"Tlaxcoapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
514.00,29.00,0.00,"Tizatlan y Totolac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
515.00,20.00,0.00,"Sayultepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
516.00,29.00,0.00,"Hueyotlipan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
517.00,3.00,0.00,"Pichilingue","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
518.00,12.00,0.00,"Santiago Temixco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
519.00,14.00,0.00,"Balneario Rosa Azul, Jocotitlán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
520.00,10.00,0.00,"Santa María del Oro","ND","1:50,000",25.00,57.00,99.00,105.00,22.00,99.00,"ND","ND","ND","ND","ND",1700.00,"ND","Manzana 32, Arroyo del Agua Buena, Barrio del Llano",1.00
521.00,12.00,0.00,"Tetitlan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Sitio CC-1 (¿con acento?)",1.00
522.00,7.00,0.00,"Col. Francisco R. Serrano (El Burrero)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
523.00,31.00,0.00,"Ixil","ND","ND",21.00,9.00,99.00,89.00,29.00,99.00,"ND","ND","ND","ND","ND",10.00,"ND","ND",1.00
524.00,7.00,0.00,"Fogótico (pozo 3)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
525.00,23.00,0.00,"Cobá","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
526.00,5.00,0.00,"Laguna de Viesca, ojo grande de Bilbao (O2)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
527.00,5.00,0.00,"Laguna de Viesca, Ojo de Lourdes (O1)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
528.00,12.00,0.00,"Patuichan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
530.00,15.00,0.00,"Barranca cerca de S. Antonio Miltepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
531.00,14.00,0.00,"Tomatlán 28 (Nahuapa II)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
532.00,9.00,0.00,"Calzada Sta. Ana 1000","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
533.00,20.00,0.00,"Coixtlahuaca","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
534.00,9.00,0.00,"San Jose Tepenené","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
535.00,9.00,0.00,"Cuicuilco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
536.00,21.00,0.00,"Sta. Catarina, Cholula","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
537.00,7.00,65.00,"Palenque","ND","1:50,000",17.00,31.00,99.00,91.00,59.00,99.00,"ND","ND","ND","ND","ND",60.00,"ND","ND",1.00
539.00,7.00,0.00,"Corral de Piedra","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
540.00,7.00,0.00,"Yaxchilán","ND","ND",16.00,54.00,99.00,91.00,0.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
541.00,11.00,0.00,"Cerro de la Mesa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
542.00,27.00,1.00,"Arroyo Concha","E15-9","1:250,000",17.00,43.00,6.00,91.00,41.00,42.00,"ND","ND","ND","ND","ND",20.00,"ND","ND",1.00
545.00,21.00,0.00,"Reserva de Valsequillo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
546.00,13.00,0.00,"Estado de Hidalgo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
549.00,33.00,0.00,"Vaso de la Presa El Infiernillo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
550.00,15.00,0.00,"Cerro Huatepeque","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
552.00,17.00,0.00,"Las Pilas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
553.00,26.00,0.00,"Huatabampo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
554.00,15.00,0.00,"Tequizquiac (localidad exacta desconocida)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 3 (del Edo. de Méx.)",1.00
556.00,15.00,0.00,"San Juan Evangelista","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
557.00,9.00,0.00,"Casa del Conde de Heras y Soto","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
558.00,33.00,0.00,"(México central)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
559.00,26.00,0.00,"El Ranchito","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
560.00,5.00,0.00,"Los Llanos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
561.00,10.00,0.00,"Municipio de Cuencame","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
562.00,10.00,0.00,"Presa Francisco Zarco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
563.00,4.00,0.00,"Calakmul","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
564.00,30.00,0.00,"Centro de Veracruz","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
565.00,20.00,293.00,"Etla","ND","1:50,000",17.00,9.00,99.00,96.00,46.00,99.00,"ND","ND","ND","ND","ND",1630.00,"ND","ND",1.00
566.00,7.00,0.00,"Lacamtún","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
567.00,15.00,0.00,"Barrio Ebanísta, Chimalhuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
568.00,16.00,0.00,"Cerro del Pino","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Ladera baja del Cerro del Pino, hacia la barranca las Palmas",1.00
569.00,8.00,0.00,"Anáhuac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
570.00,15.00,0.00,"Ecatepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
571.00,9.00,0.00,"Santa Martha Acatitla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en la esquina entre calles las calles Francisco Manriquez y Emilio Madero, en la acera de esta ultima, col. Santa Martha acatitla, Del. Iztapalapa; ref. 864: entre las calles de Lucío Blanco y Francisco Manrique, de la colonia Sta. Martha Acatitla Sur",1.00
572.00,26.00,0.00,"Papaguería","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Noroeste del estado",1.00
573.00,16.00,0.00,"Santa Casilda","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
574.00,16.00,0.00,"Huandacareo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Cuenca de Cuitzeo",1.00
