"IDLOCALIDAD"	"IDESTADO"	"IDMUNICIPI"	"NOMBRE_LOCALIDAD"	"NUMERO_MAPA"	"ESCALA_MAPA"	"LATITUD_GRADOS"	"LATITUD_MINUTOS"	"LATITUD_SEGUNDOS"	"LONGITUD_GRADOS"	"LONGITUD_MINUTOS"	"LONGITUD_SEGUNDOS"	"MERCATOR_NORTE"	"MERCATOR_ESTE"	"LOCALIDAD"	"COORDENADA_N.S"	"COORDENADA_E.W"	"ELEVACION"	"IDPRECISION"	"COMENTARIOS"	"suma"	"with.coords"	"num.abs.dates"	"num.rel.ages"	"primary.pubs"	"num.taxa"	"spatial.rank"	"temporal.rank"	"material.rank"	"taxa.rank"
337	21	0	"Arroyo Alseseca"	"E14-2"	"1:250,000"	19	7	36	98	32	48	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
338	25	11	"Guasave I"	"ND"	"1:50,000"	25	39	99	108	18	99	"ND"	"ND"	"Guasave"	"ND"	"ND"	20	"ND"	"a 19 Km en lnea recta, al NE de la ciudad de Guasave"	1	"Y"	1	1	TRUE	1	1	1	1	3
339	25	0	"Estado de Sinaloa"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	1	2	2	2	3
340	14	0	"Ro de Juchipila"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
341	9	0	"Cerro de las Palmas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Tacubaya; ref. 846: en Tacubaya, en excavaciones hechas para la cimentacin de \"un garita de vigilancia a la salida de la carretera a Toluca\""	1	"N"	0	1	TRUE	2	2	2	1	3
342	9	0	"Barranca de Regla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
343	15	35	"Huehuetoca"	"E14-A19"	"1:50,000"	19	58	48	99	12	6	"ND"	"ND"	"ND"	"ND"	"ND"	2260	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
344	9	0	"Chapultepec"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
345	30	0	"Xalapa"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
346	13	0	"Atotonilco El Grande"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca del Real del Monte; verificar que no sea la misma a la loc. 665 (del edo. de Hidalgo); tanto Falconer (ref. 251) como Barrios (ref. 540) se basan en Freudenberg."	1	"N"	0	1	TRUE	1	2	2	1	3
347	28	0	"Paraiso"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	420	"ND"	"13 km NNW Chamal; 13 Km SW Gmez Faras"	1	"N"	0	1	TRUE	11	2	2	1	1
348	28	0	"Rancho del Cielo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	1050	"ND"	"6 km NW Gmez Faras"	1	"N"	0	1	TRUE	6	2	2	1	2
349	28	0	"Infierno"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	1320	"ND"	"2 km S del mill poblado llamado La Gloria; 7 km W Gmez Faras"	1	"N"	0	1	TRUE	14	2	2	1	1
350	7	0	"Estado de Chiapas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	5	2	2	1	2
351	33	0	"llanura en el territorio sur de la Pennsula"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	3	2	2	1	3
352	21	0	"Valle de Puebla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Verificar que realmente est en el estado de Puebla"	1	"N"	0	2	TRUE	22	2	2	1	1
353	13	0	"Arroyo Amajac"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Asignada tentativamente a ese estado, debido a que no existe otro Amajac (Santa Cruz Amajac, valle de Amajaque, etc.) en la literatura ms que en Hidalgo."	1	"N"	0	1	FALSE	1	2	2	2	3
354	19	0	"Rio Vrgenes"	"G14-C87"	"1:50,000"	24	11	36	99	40	54	"ND"	"ND"	"ND"	"ND"	"ND"	900	"ND"	"ND"	1	"Y"	0	1	FALSE	1	1	2	2	3
355	33	0	"Peninsula de Yucatn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	1	2	2	2	3
356	15	0	"metro STC ruta 1"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
357	15	0	"Tajo viejo de Tequixquac? Nochistongo?"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
358	21	0	"esquina de la Av. 5 de mayo y 2 Poniente"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Edificio Alles"	1	"N"	0	1	TRUE	1	2	2	1	3
359	15	0	"Temamatla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	26	2	2	1	1
360	21	189	"San Marcos Necoxtla"	"E14-6"	"1:250,000"	18	53	36	97	49	6	"ND"	"ND"	"ND"	"ND"	"ND"	2000	"ND"	"ND"	1	"Y"	2	1	FALSE	1	1	1	2	3
361	15	0	"Tequixquiac (near)"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"verificar que no sea la misma a la loc. 3 (del Edo. de Mx.)"	1	"N"	0	1	TRUE	2	2	2	1	3
362	8	0	"Mina Erupcin"	"ND"	"ND"	30	99	99	102	0	99	"ND"	"ND"	"Cd. Juarez"	"145 Km S-SE"	"ND"	9999	"ND"	"145 Km S-SE de Cd. Juarez, Montaa Los Lamentos; 15 S en el cerro Los Lamentos; 72 E en el cerro Los Lamentos"	1	"Y"	0	1	TRUE	4	1	2	1	3
363	33	0	"Tlascala"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"verificar que sea con \"s\" y no con \"x\""	1	"N"	0	1	FALSE	1	2	2	2	3
364	10	0	"Estado de Durango"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	11	2	2	1	1
365	28	0	"Estado de Tamaulipas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	2	TRUE	5	2	2	1	2
366	14	0	"Venustiano Carranza"	"F13-D81"	"1:50,000"	20	3	99	104	43	18	"ND"	"ND"	"ND"	"ND"	"ND"	560	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
367	16	10	"Arteaga"	"E13-9"	"1:250,000"	18	21	24	102	17	24	"ND"	"ND"	"ND"	"ND"	"ND"	820	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
368	27	0	"Grutas de Cocon"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Teapa"	1	"N"	0	1	TRUE	2	2	2	1	3
369	29	32	"Santa Cruz Aguiahua"	"E14-B43"	"1:50,000"	19	14	18	98	16	54	"ND"	"ND"	"ND"	"ND"	"ND"	2220	"ND"	"ND"	1	"Y"	0	1	TRUE	2	1	2	1	3
370	15	0	"Tlaltlaya"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Provienen del Rancho La Cofradia, en Tlaltlaya"	1	"N"	0	2	TRUE	2	2	2	1	3
371	31	0	"Mayapan"	"ND"	"ND"	20	28	99	89	13	99	"ND"	"ND"	"ND"	"ND"	"ND"	20	"ND"	"ND"	1	"Y"	0	1	TRUE	18	1	2	1	1
372	14	0	"Cerro del Tecolote"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"30 m de la ribera pominte del Lago de Zacoalco, 1.2 m del terreno y 1.5 sobre el nivel del agua"	1	"N"	0	1	TRUE	1	2	2	1	3
373	14	0	"El Tule"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en el camino entre Catarina y Atotonilco el Bajo"	1	"N"	0	1	TRUE	3	2	2	1	3
374	21	0	"construcciones en el arroyo San Francisco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"a la altura 48 poniente"	1	"N"	0	1	TRUE	5	2	2	1	2
375	31	0	"Estado de Yucatn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	2	TRUE	3	2	2	1	3
376	15	0	"Iztapan de la Sal"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	2	2	2	2	3
377	15	0	"Cuanalan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Valle de Teotihuacn; Snchez (1985) dice, rroneamente, que tiene 2 ooo aos, mexvlando los datos de dos localidades que vienen en la referencia original"	1	"N"	0	1	TRUE	11	2	2	1	1
378	9	0	"Torre Latinoamericana"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"debajo de la Torre Latinoamericana"	1	"N"	0	1	TRUE	1	2	2	1	3
379	33	0	"Mexican plateau"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	1	2	2	2	3
380	18	0	"Tecualilla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Se asign tentativamente a Nayarit, ya que Wing (1968) dice que est en el estero Teacapan, y la mayor parte de ese estero est en Nayarit, aunque el poblado de Teacapan est en Sinaloa."	1	"N"	0	1	TRUE	7	2	2	1	2
381	25	0	"Juana Gomez"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Se refiere por deduccin a ese estado, debido a que Wing dice que el sitio esta situado \"farther inland on high ground near the town of Escuinapa\""	1	"N"	0	1	TRUE	6	2	2	1	2
382	18	0	"Chalpa"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Se asign tentativamente a Nayarit, ya que Wing (1968) dice que est en el estero Teacapan, y la mayor parte de ese estero est en Nayarit, aunque el poblado de Teacapan est en Sinaloa."	1	"N"	0	1	TRUE	3	2	2	1	3
383	23	0	"Cancn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 306: localidad en la pennsula de Yucatn; ref. 309: loc. en Yucatn, pero en mapa si est en Q. Roo"	1	"N"	0	1	TRUE	1	2	2	1	3
384	30	191	"Chalahuites"	"E14-3"	"1:250,000"	19	28	12	96	22	18	"ND"	"ND"	"ND"	"ND"	"ND"	30	"ND"	"ND"	1	"Y"	0	1	TRUE	7	1	2	1	2
385	30	0	"Santa Luisa"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	6	2	2	1	2
386	30	0	"San Lorenzo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	5	2	2	1	2
387	30	0	"Patarata"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	11	2	2	1	1
388	33	0	"Golfo de Mxico"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	5	2	2	2	2
389	30	0	"Limoncito"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	8	2	2	2	2
390	14	0	"Palo Dulce"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"S del municipio de Atotonilco el Alto aproximadamente 70 Km al E (en lnea resta) de la ciudad de Guadalajara, se localizo en el lecho del Arroyo Zula"	1	"N"	0	1	TRUE	1	2	2	1	3
391	33	0	"Santa Mara Ixtapn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	1	2	2	2	3
392	33	0	"Tlaltenco I"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
393	21	0	"lecho del arroyo San Francisco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"a la altura de la 4 oriente"	1	"N"	0	1	TRUE	1	2	2	1	3
394	21	0	"Tlapacoya"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	1	2	2	2	3
395	15	0	"Mixcoac"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
396	33	0	"Valle de Puebla-Tlaxcala"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	2	2	2	2	3
397	15	0	"Palacio de Tetitla, Teotihuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Ojo, en la ref.356 (Starbuck, 1975), esta localidad se maneja como una unidad de anlisis"	1	"N"	0	1	TRUE	7	2	2	1	2
398	15	0	"Chiconautla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	2	TRUE	2	2	2	1	3
399	21	0	"zcalo de Puebla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
400	9	0	"Cine Latino"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
403	19	0	"Rancho del Reparo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Cerca de Guajuco, y Guajuco est aprox. 10 leguas (lieues) SE Monterrey"	1	"N"	0	0	FALSE	1	2	3	2	3
405	21	0	"esquina de la 3 Poniente y 5 Sur"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Edificio Barranco"	1	"N"	0	1	TRUE	1	2	2	1	3
407	1	0	"Hacienda Ojocaliente"	"F13-D17"	"1:50,000"	21	52	30	102	40	24	"ND"	"ND"	"ND"	"ND"	"ND"	1690	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
408	1	0	"frente al Rancho La Trinidad"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
409	21	0	"calle 4 Poniente 306"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Edificio Matanzo"	1	"N"	0	1	TRUE	1	2	2	1	3
410	1	0	"Barranca del Cedazo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"verificar que no sea la misma a la loc. 93 y 22"	1	"N"	0	1	TRUE	9	2	2	1	2
411	1	0	"Pabelln"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
412	1	0	"Ciudad de Aguascalientes"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
413	9	0	"Hacienda Aragn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	0	2	2	1	4
414	15	0	"Oztoyahualco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	26	2	2	1	1
415	15	92	"Santa Mara Coatln"	"E14-B31"	"1:50,000"	19	41	6	98	49	36	"ND"	"ND"	"ND"	"ND"	"ND"	2290	"ND"	"ND"	1	"Y"	0	1	TRUE	2	1	2	1	3
416	15	0	"Xocotitla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	16	2	2	1	1
417	15	0	"Mezquititla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	3	2	2	1	3
418	15	0	"Tlailotlacan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	29	2	2	1	1
419	21	114	"Santa Mara Tecola (Valsequillo)"	"E14-5"	"1:250,000"	18	54	18	98	11	30	"ND"	"ND"	"ND"	"ND"	"ND"	2050	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
420	19	0	"Cantera de Guadalupe"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Pesqueiria Chica (10 leguas NE Monterrey)"	1	"N"	0	0	FALSE	1	2	3	2	3
421	19	0	"Topo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de los manatiales sulfurosos de Topo (2 leguas de Monterrey"	1	"N"	0	0	FALSE	1	2	3	2	3
422	15	0	"Yayahuala"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	5	2	2	2	2
423	15	0	"Tepantila"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	4	2	2	2	3
424	15	0	"Teopancazco, Teotihuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	3	2	2	2	3
425	15	0	"Tlajinga 33, Teothihuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	13	2	2	2	1
426	15	0	"Tlachinolpan, Teotihuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	8	2	2	1	2
428	19	0	"Sur de Nuevo Len"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Entre Montemorelos y Linares"	1	"N"	0	0	FALSE	1	2	3	2	3
429	15	0	"Villa de Tequixquiac"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	31	2	2	1	1
430	28	0	"Chocoy"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
431	15	0	"Huchichil"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
432	33	0	"Cerro del Tepalcate"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	9	2	2	1	2
434	30	0	"Acultzingo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	4	2	2	1	3
435	33	0	"Baja California"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
436	19	33	"Linares"	"G14-C58"	"1:50,000"	24	35	24	99	34	99	"ND"	"ND"	"ND"	"ND"	"ND"	350	"ND"	"ND"	1	"Y"	0	0	FALSE	1	1	3	2	3
437	20	0	"30 km W del Rancho del Gramal"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"30 Km W Rancho del Gramal en el km 668 Pan American highway al sur de Nejapan Villa"	1	"N"	0	1	TRUE	2	2	2	1	3
438	5	0	"Buena Vista"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"2 leguas S Saltillo"	1	"N"	0	0	FALSE	1	2	3	2	3
439	21	0	"Villa de Tatlauquitepec"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Ojo esta localidad est mal asociada por Mena de la Pea. debiese estar asociada a Mammuthus y no a Equus"	1	"N"	0	1	TRUE	0	2	2	1	4
440	24	20	"Matehuala"	"F14-A25"	"1:50,000"	23	28	44	100	38	37	"ND"	"ND"	"ND"	"ND"	"ND"	1570	"ND"	"ND"	1	"Y"	0	0	FALSE	1	1	3	2	3
441	13	0	"Zacualtipan Villa"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
442	33	0	"Noreste de Mxico"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Menciona de manera general los estados de Tamaulipas, Veracruz, Nuevo Len  y Coahuila"	1	"N"	0	1	TRUE	1	2	2	1	3
443	2	0	"Baja California (Lower) it self"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
447	12	0	"Costa del Pacfico"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	1	2	2	2	3
448	6	0	"Estado de Colima"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	4	2	2	1	3
449	17	9	"Calamotln, Sto. Domingo Ocotitlan"	"E14-A49"	"1:50,000"	19	0	42	99	3	36	"ND"	"ND"	"ND"	"ND"	"ND"	2050	"ND"	"ND"	1	"Y"	0	1	TRUE	4	1	2	1	3
450	9	0	"Plaza de Toros"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	1	2	2	2	3
451	33	0	"Valley of Bones"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	7	2	2	2	2
452	1	0	"Rancheria Parga, Arroyo San Francisco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Prob. sea igual a loc. 21"	1	"N"	1	1	FALSE	1	2	1	2	3
453	3	0	"El Golfo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	0	2	2	2	4
454	9	0	"S. T. C. Metro"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	26	2	2	1	1
455	7	0	"Vega de Paso"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
456	7	0	"La Angostura"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	8	2	2	1	2
457	15	0	"S. T. C. Tultepec"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
458	9	0	"Chinampas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	0	2	2	2	4
459	11	20	"Ibarrilla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	8	2	2	1	2
460	9	0	"S. T. C. I F7 S1"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	0	2	2	2	4
461	9	0	"esquina NE de las calles Homero y Sudermann"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	0	2	2	2	4
462	9	0	"Barranca del Diablo, Chalpulualpan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
463	9	0	"? Museo Nacional de Antropologa, INAH"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	3	2	2	1	3
